minute,temperature
0,18.583055411830113
1,18.487435311431803
2,18.642208859546116
3,18.66852539810393
4,18.44786016559349
5,18.509973835924598
6,18.634110851862175
7,18.6078382076165
8,18.64055508260237
9,18.581914419579476
10,18.728256015982172
11,18.72735221538927
12,18.67710606650755
13,18.768160040918765
14,18.72099402088233
15,18.61991151761589
16,18.72266015923749
17,18.620393358716758
18,18.77075842212674
19,18.699297919795164
20,18.690741098113723
21,18.652720391741504
22,18.806088117334166
23,18.6964374477526
24,18.67447381356683
25,18.679935862232014
26,18.749485838792694
27,18.73436175204517
28,18.735803773169557
29,18.73434757597912
30,18.867752934962514
31,18.6598950819005
32,18.646870085240284
33,18.617649814432603
34,18.726400566631124
35,18.76128725790098
36,18.655186529805114
37,18.58991782657129
38,18.583505263916557
39,18.693360873691642
40,18.692151251706147
41,18.667060625304888
42,18.560837493248364
43,18.622687089009208
44,18.603064765012007
45,18.600434937686092
46,18.641473297876036
47,18.57809046117949
48,18.60260037737406
49,18.541435201867007
50,18.54657403458819
51,18.56105452034463
52,18.380795116406617
53,18.458337305924555
54,18.43257044732318
55,18.405144006776943
56,18.420080758003582
57,18.54732878809198
58,18.34393157314103
59,18.475968191761307
60,18.249047762866386
61,18.34194200798857
62,18.366713231336607
63,18.38547647943417
64,18.38030900860369
65,18.371678389029185
66,18.265101006381332
67,18.240809133164817
68,18.331264689868895
69,18.232203911938075
70,18.13040847937751
71,18.12685016689775
72,18.129122417974287
73,18.22775358006616
74,18.184834399339504
75,18.21431697343178
76,18.11073442919341
77,18.14365330636674
78,18.167311922458836
79,18.0790704201316
80,18.12719205333634
81,18.024825534318854
82,18.03618148293501
83,18.02246812033752
84,17.94547472603756
85,18.06860563898285
86,17.980990191648367
87,18.008842005579233
88,18.036024372373078
89,18.02344739512788
90,18.031569604747748
91,17.961542507004065
92,17.927123173424967
93,17.946672354433623
94,17.810636279422834
95,17.822950494573732
96,17.82653540269017
97,17.846750496843054
98,17.95324898672301
99,17.844133763667383
100,17.88220200217039
101,18.01286304577716
102,17.877488597224453
103,17.96265866333216
104,17.82724539159918
105,17.884393084135716
106,17.82434099774494
107,17.873360955825756
108,17.968479308715743
109,17.76447361430025
110,17.939453848000383
111,17.926397475824896
112,17.863164369097024
113,17.798968903709486
114,17.9250201068228
115,17.882124467930133
116,17.94896817989118
117,17.938605909495926
118,18.072133821417598
119,17.932602878559724
120,17.87825259641253
121,17.98347124292093
122,17.99633521862216
123,18.09767933634878
124,18.066556991532828
125,18.039688124195376
126,18.140170595971448
127,17.940541146125447
128,17.99755546035958
129,17.9882494886502
130,18.045365739852503
131,17.981113345255793
132,18.15726794999681
133,18.10438220463634
134,18.020682186232342
135,18.07375501668523
136,18.19719001323927
137,18.256703909252845
138,18.367358358166555
139,18.459099641043974
140,18.277901779433027
141,18.184714511913562
142,18.112794665891624
143,18.324590080988536
144,18.258268006117845
145,18.310501171203875
146,18.315465461565715
147,18.374130745577393
148,18.491870685300803
149,18.440571667394224
150,18.436929368596708
151,18.388556473755724
152,18.359378206027827
153,18.476526773146798
154,18.533320778690953
155,18.701341975411342
156,18.59268469617133
157,18.683286675507265
158,18.587156921917185
159,18.554745043002868
160,18.594756764815894
161,18.636337885852658
162,18.886966510329064
163,18.67323294606552
164,18.8281789720729
165,18.710901794093328
166,18.879557466630633
167,18.857562434389795
168,18.835788907420675
169,18.86641139766218
170,18.83842102636104
171,18.947381244869675
172,18.895928927350905
173,18.85463326381809
174,18.870504460852665
175,19.00628989648117
176,19.138221658671032
177,19.04375615967102
178,19.040162547552857
179,19.090834606769185
180,19.19036597865052
181,19.12094100131673
182,19.08759337119068
183,19.225606279515613
184,19.187584280218033
185,19.291856824169013
186,19.198887323293793
187,19.101011173384983
188,19.10375287978494
189,19.35900309163787
190,19.378021860794966
191,19.238434165782856
192,19.23426669612406
193,19.393414295942424
194,19.19895616930972
195,19.226400347779443
196,19.35933527837078
197,19.285618335700484
198,19.32551736240985
199,19.32101130193074
200,19.36866881023063
201,19.461251970268258
202,19.36230396335333
203,19.412388651219363
204,19.202088979030584
205,19.36684823298553
206,19.307345676595137
207,19.28077529582332
208,19.310925392255772
209,19.3567698258439
210,19.458523508538516
211,19.280326302611286
212,19.3895155050347
213,19.348406293273968
214,19.36045590317517
215,19.4658834522952
216,19.427177120322614
217,19.48906625498475
218,19.36715206931919
219,19.320777605969532
220,19.35499858264952
221,19.388287110232145
222,19.378531745658172
223,19.272724983439996
224,19.361350786769428
225,19.366585201649414
226,19.543534813398683
227,19.485704423516452
228,19.260343242577406
229,19.298300150554393
230,19.19656264033763
231,19.258404949427693
232,19.322627423275954
233,19.38527689555964
234,19.221641992874225
235,19.218546380405922
236,19.089772788181318
237,19.2390082920831
238,19.157301608799045
239,19.190040300567855
240,19.152194969662567
241,19.204619282323716
242,19.061247122408957
243,19.074116264216194
244,19.351364387428095
245,19.067526757551043
246,19.07224592018029
247,19.29640340735963
248,19.371331740626417
249,19.034712691060314
250,19.08854647622525
251,19.134976980240648
252,19.235693242206956
253,19.008313387563597
254,19.05764462855199
255,19.129619741888284
256,19.092561298716095
257,19.018236418761255
258,19.028393563491157
259,18.92011957427846
260,19.00232998109515
261,18.99162548749657
262,19.0233614856962
263,18.952530417082425
264,19.02718378964682
265,19.0633352289089
266,18.987980023380263
267,18.99730124243073
268,18.96743197440636
269,18.95762482877814
270,18.894767133609648
271,18.973135124471117
272,18.93582097858117
273,19.107324066770897
274,19.062497352126982
275,18.96475941007644
276,18.87062630947808
277,18.84098513533537
278,19.024115486142982
279,18.94923903625362
280,18.966584237444636
281,18.78912707240821
282,19.003985958642982
283,18.96782471421958
284,18.844906956562433
285,18.898886001382277
286,18.961173607840784
287,18.9483481922356
288,18.925462116519025
289,18.94585530313427
290,18.93989082687327
291,18.97878654108396
292,19.09145232203736
293,18.77617090291439
294,18.970944907369393
295,19.013020813382763
296,19.03220183453809
297,18.98900457432225
298,18.889064943264593
299,19.067292647510797
300,19.191291858582865
301,18.943040682329098
302,19.148090206497027
303,19.066517925730142
304,19.10228387337775
305,19.037913319631294
306,19.110900511782148
307,19.257719059378857
308,19.21692267760119
309,19.326015188423888
310,19.299256772597786
311,19.25832558482897
312,19.38133661517488
313,19.296039401576955
314,19.346717941706267
315,19.27675838941461
316,19.32624400963328
317,19.28597816157049
318,19.44218979523256
319,19.29039246035718
320,19.46924401208407
321,19.413751169278473
322,19.54538037831967
323,19.53473923254967
324,19.643603539156906
325,19.57996991984896
326,19.419555394115932
327,19.564007905918633
328,19.499864027787215
329,19.57661732467891
330,19.763607296750074
331,19.718494567148028
332,19.636492945680708
333,19.636337176718666
334,19.745174847738635
335,19.670414465208115
336,19.73928300900254
337,19.843196520795715
338,19.935927428250345
339,19.91745384623229
340,19.71066260577501
341,19.943468981424523
342,19.94995598336279
343,20.00227679277286
344,20.123312201967657
345,19.853662927043818
346,19.995976277842868
347,20.114895120421775
348,19.965248351899014
349,20.23378032173518
350,20.168856880012065
351,20.230535036236493
352,20.140269681706425
353,20.27388124212741
354,20.316772552145302
355,20.272101443319723
356,20.294043738596557
357,20.318366515863644
358,20.248729037042953
359,20.32664594059112
360,20.346476242853573
361,20.409142371089192
362,20.477797929047004
363,20.332004395895993
364,20.425082441128847
365,20.57150308209235
366,20.41089825321396
367,20.421487400904525
368,20.519806253248085
369,20.58698868262381
370,20.535619958542945
371,20.655733434801242
372,20.632105013103505
373,20.644478374329832
374,20.634452601930196
375,20.788738857117977
376,20.597924104608712
377,20.46526779894855
378,20.76450031997328
379,20.609548716215457
380,20.664191316255714
381,20.769110593311176
382,20.544339558552856
383,20.57994987294299
384,20.55892844991504
385,20.629837426602748
386,20.734267157429873
387,20.746151792264044
388,20.730834989671806
389,20.599627678895082
390,20.531160748431216
391,20.723046859831594
392,20.683101526337882
393,20.75916171028929
394,20.779563997007536
395,20.734901603031823
396,20.784534023391235
397,20.741397332552808
398,20.76426871093621
399,20.66376960286886
400,20.703542680125803
401,20.730922009189264
402,20.77760332736584
403,20.676768870107544
404,20.74580840262289
405,20.678248830949382
406,20.68508237252238
407,20.755401343164014
408,20.523749187436792
409,20.57324689157634
410,20.551793768802032
411,20.476733732643705
412,20.601884441215034
413,20.708509084100516
414,20.617877046012445
415,20.648327773042745
416,20.711221257214778
417,20.721639938698992
418,20.601016787596983
419,20.70575899137458
420,20.59558824577524
421,20.511814321397452
422,20.52170485066869
423,20.441148007293926
424,20.478778467081142
425,20.511351238317694
426,20.594388956941305
427,20.657840595161286
428,20.39966972737255
429,20.531745190368362
430,20.407180820566445
431,20.518557088703407
432,20.46032398800558
433,20.314661533308186
434,20.52583506067966
435,20.393743358718545
436,20.3901587359321
437,20.338193336357453
438,20.362529059393154
439,20.440416298432268
440,20.382593462457674
441,20.41582767718674
442,20.410562765888677
443,20.47962733013035
444,20.33922608249204
445,20.241501848792044
446,20.43837400266172
447,20.320184005000403
448,20.429954841595656
449,20.365935488566084
450,20.319661130391136
451,20.35336489724162
452,20.47729281069369
453,20.483571373390134
454,20.31962998290877
455,20.324039443993673
456,20.394958365568954
457,20.2393429735728
458,20.332290802753604
459,20.302748300712395
460,20.329634551209374
461,20.238098271118805
462,20.17839780152933
463,20.1410770370841
464,20.21944142451964
465,20.274624643123023
466,20.290925349687182
467,20.47300138689959
468,20.41072877038198
469,20.250095860733158
470,20.360283636256653
471,20.305896252748962
472,20.32230173867023
473,20.367058313716207
474,20.409540006822557
475,20.34123115027293
476,20.462434994895872
477,20.295513727188215
478,20.397501295978966
479,20.615512799581065
480,20.436824502044285
481,20.54548342070278
482,20.450558640282292
483,20.50266559359724
484,20.465175112410147
485,20.470139064870523
486,20.43599748526192
487,20.547885366753256
488,20.460953856546034
489,20.59843859058297
490,20.64861738194811
491,20.608195021437574
492,20.573513260896018
493,20.650720160410753
494,20.608133898631447
495,20.72651683479891
496,20.524411275552463
497,20.663715612651863
498,20.55131329320562
499,20.611344438314454
500,20.860769268308125
501,20.844308501431886
502,20.736473203008416
503,20.69545545320216
504,20.600385030716698
505,20.81620776611955
506,21.075689771733696
507,20.93942590207889
508,20.882637443712646
509,20.98754698179815
510,20.84855007206017
511,20.972855241766904
512,21.027921051523716
513,21.036482938070026
514,21.13010890077369
515,21.11793351992233
516,21.16736825041439
517,21.082374082807423
518,21.23279084907103
519,21.314761001423427
520,21.1302518392723
521,21.160181927524242
522,21.361288903714257
523,21.262220887792058
524,21.412789043723222
525,21.287867232031203
526,21.46227165591088
527,21.378775496358326
528,21.41107402240439
529,21.53750272434531
530,21.40502398376627
531,21.380027560020643
532,21.4404761801629
533,21.53326556934669
534,21.392190845094667
535,21.588459167391136
536,21.513989360184546
537,21.66814816932323
538,21.403600273466868
539,21.550603433735304
540,21.496552799486818
541,21.582852224041165
542,21.68576830596335
543,21.668131378554243
544,21.67821026706103
545,21.701240187214573
546,21.745211731636513
547,21.662682940942943
548,21.813787298023517
549,21.823563993633737
550,21.8140932181112
551,21.839971261124266
552,21.830730899184886
553,21.980794890694092
554,21.821388674397532
555,21.813545972471427
556,21.786970424950972
557,21.773190258207215
558,21.76410659381376
559,21.799824557720115
560,21.87190611084448
561,21.910302532940253
562,21.89301358208323
563,21.832407076323303
564,21.969756946746916
565,21.96035303842251
566,21.891253261906865
567,21.853986633427077
568,21.951661827354737
569,21.923769924899783
